id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,price_group,price_per_sqft,price_per_sqft_normalized,avg_price_per_sqft,age,price_category
8091400200,2014-05-16,252700.0,3.0,1.5,1497.0,10435.0,1.0,0,0,3,7,1070,0,1985,0,98030,1220,8386,0,168.80427521710087,-0.8857227448124044,157.7490366359697,30,low
3814700200,2014-11-20,329000.0,3.0,2.0,2450.0,6500.0,2.0,0,0,4,8,2450,0,1985,0,98030,2200,6865,1,134.28571428571428,-1.2168963830274018,157.7490366359697,30,medium
1202000200,2014-11-03,233000.0,3.0,2.0,1710.0,4697.0,1.5,0,0,5,6,1710,0,1941,0,98002,1030,4705,0,136.25730994152048,-1.197980747821169,152.39526744006275,74,low
1794500383,2014-06-26,937000.0,3.0,3.0,2450.0,2691.0,2.0,0,0,3,8,1750,700,1915,0,98119,1760,3573,3,382.44897959183675,1.1640004222045326,418.1067869959523,100,luxury
3303700376,2014-12-01,667000.0,3.0,1.0,1400.0,1581.0,1.5,0,0,5,8,1400,0,1909,0,98112,1860,3861,3,476.42857142857144,2.0656476087253433,424.371800013328,106,luxury
5101402488,2014-06-24,438000.0,3.0,1.75,1520.0,6380.0,1.0,0,0,3,7,790,730,1948,0,98115,1520,6235,1,288.1578947368421,0.2593647485234149,347.0311825531686,67,medium
1873100390,2015-03-02,719000.0,4.0,2.5,2570.0,7173.0,2.0,0,0,3,8,2570,0,2005,0,98052,2630,6026,3,279.76653696498056,0.17885743860412384,280.3375435716042,10,luxury
8562750320,2014-11-10,580500.0,3.0,2.5,2320.0,3980.0,2.0,0,0,3,8,2320,0,2003,0,98027,2580,3980,2,250.2155172413793,-0.1046572401879927,250.80616652179668,12,high
2426039314,2014-12-01,280000.0,3.0,1.5,1190.0,1265.0,3.0,0,0,3,7,1190,0,2005,0,98133,1390,1756,0,235.2941176470588,-0.24781425651707412,251.699596058564,10,low
461000390,2014-06-24,687500.0,4.0,1.75,2902.0,5000.0,1.5,0,0,4,7,1510,820,1929,0,98117,1460,5000,3,236.90558235699518,-0.232353744362309,358.32865890046895,86,luxury
7589200193,2014-11-10,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8,1090,0,1929,0,98117,1570,5080,2,490.8256880733945,2.2037746154840865,358.32865890046895,86,high
7955080270,2014-12-03,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7,1280,780,1981,0,98058,2020,8720,0,156.55339805825244,-1.0032585704826975,179.1360864864858,34,low
9547205180,2014-06-13,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8,1510,790,1930,2002,98115,1590,3264,3,302.60869565217394,0.3980068061620218,347.0311825531686,85,luxury
9435300030,2014-05-28,550000.0,4.0,1.0,1660.0,34848.0,1.0,0,0,1,5,930,730,1933,0,98052,2160,11467,2,331.32530120481925,0.673516053403185,280.3375435716042,82,high
2768000400,2014-12-30,640000.0,4.0,2.0,2902.0,6000.0,2.0,0,0,4,8,2360,0,1904,0,98107,1730,4700,3,220.53756030323913,-0.38938976404750036,371.4434797111743,111,luxury
7895500070,2015-02-13,240000.0,4.0,1.0,1497.0,8075.0,1.0,0,0,2,7,890,330,1969,0,98001,1290,7800,0,160.32064128256513,-0.9671153590922708,153.53803323934616,46,low
2078500320,2014-06-20,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8,2620,0,1996,0,98056,2620,11884,2,230.91603053435114,-0.28981794955687407,214.33220023047278,19,high
5547700270,2014-07-15,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9,2570,0,2000,0,98074,2470,5669,2,243.19066147859922,-0.1720542283046122,264.16304583622986,15,high
7766200013,2014-08-11,775000.0,4.0,2.25,4220.0,24186.0,1.0,0,0,3,8,2600,1620,1984,0,98166,2410,30617,3,183.64928909952607,-0.743298578678506,224.89612618542213,31,luxury
7203220400,2014-07-07,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9,3595,0,2014,0,98053,3625,5639,3,239.77468706536857,-0.2048273406231591,269.9796257156553,1,luxury
9270200160,2014-10-28,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7,1570,0,1922,0,98119,1580,2640,3,436.30573248407643,1.680706110869307,418.1067869959523,93,luxury
1432701230,2014-07-29,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6,920,360,1959,0,98058,1340,8808,0,241.40625,-0.18917400460742373,179.1360864864858,56,low
8035350320,2014-07-18,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8,3160,0,2003,0,98019,3050,9232,2,154.43037974683546,-1.0236269658971693,204.21139419767553,12,high
8945200830,2015-03-25,210490.0,3.0,1.0,990.0,8528.0,1.0,0,0,3,6,990,0,1966,0,98023,1228,8840,0,212.6161616161616,-0.46538825159063646,151.17998682574958,49,low
4178300310,2014-07-16,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9,2290,0,1981,0,98007,2680,13685,3,342.7947598253275,0.7835548915592778,289.10718250175967,34,luxury
9215400105,2015-04-28,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7,1250,0,1953,0,98115,970,5100,1,360.0,0.9486232440996699,347.0311825531686,62,medium
822039084,2015-03-11,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1,2,5,9,2165,588,1953,0,98070,2680,72513,3,490.37413730475845,2.199442403860745,276.0046101671802,62,luxury
5245600105,2014-09-16,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7,1190,0,1955,0,98148,1190,9364,0,191.5966386554622,-0.6670511165714587,187.79681485550157,60,low
7231300125,2015-02-17,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8,1640,1510,1966,0,98056,1990,9133,1,109.52380952380952,-1.4544639370582197,214.33220023047278,49,medium
7518505990,2014-12-31,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7,1000,410,1950,0,98117,1410,4080,2,425.531914893617,1.5773413044398215,358.32865890046895,65,high
3626039271,2015-02-05,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7,990,990,1981,0,98117,1480,6738,2,295.45454545454544,0.32936935763122643,358.32865890046895,34,high
4217401195,2015-03-03,920000.0,4.0,2.25,2730.0,6000.0,1.5,0,0,3,8,2130,600,1927,0,98105,2730,6000,3,336.996336996337,0.7279243921302118,393.88892025562825,88,luxury
9822700295,2014-05-12,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9,2830,0,1995,0,98105,1950,5000,3,312.7208480565371,0.49502354763609785,393.88892025562825,20,luxury
9478500640,2014-08-19,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7,2250,0,2008,0,98042,2250,4500,0,130.0,-1.2580138443019662,165.38452189058148,7,low
2799800710,2015-04-07,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8,2420,0,2003,0,98042,2690,4750,0,124.3801652892562,-1.311930956055941,165.38452189058148,12,low
7922800400,2014-08-27,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8,3250,0,1968,0,98008,2960,11044,3,292.61538461538464,0.3021302375980537,294.25923192620843,47,luxury
8079040320,2015-02-23,430000.0,4.0,3.0,1785.0,9976.0,2.0,0,0,3,8,1850,0,1991,0,98059,2270,8542,1,240.89635854341736,-0.19406594112548625,208.76955718761639,24,medium
1516000055,2014-12-10,650000.0,3.0,2.25,2150.0,21235.0,1.0,0,3,4,8,1590,560,1959,0,98166,2570,18900,3,302.3255813953488,0.3952905869473889,224.89612618542213,56,luxury
9558200045,2014-08-28,289000.0,3.0,1.75,1260.0,8400.0,1.0,0,0,3,7,1260,0,1954,0,98148,1290,8750,0,229.36507936507937,-0.30469789030650435,187.79681485550157,61,low
5072410070,2014-10-21,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8,2519,0,1973,0,98166,2500,9500,2,200.47637951568083,-0.5818582230168764,224.89612618542213,42,high
9528102996,2014-12-07,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,0,3,8,1540,0,2014,0,98115,1580,3090,2,356.4935064935065,0.9149816848750263,347.0311825531686,1,high
1189001180,2014-06-03,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7,1110,550,1979,0,98122,1440,4080,1,256.0240963855422,-0.04892930031657514,360.9959441873633,36,medium
3253500160,2014-11-20,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7,1770,1000,1925,0,98144,1440,4000,0,114.66606498194946,-1.4051287561366226,304.44205654067696,90,low
3394100030,2014-09-09,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10,2720,0,1989,0,98004,2750,11049,3,358.45588235294116,0.9338088646698633,461.5412802182711,26,luxury
3717000160,2014-10-09,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7,2240,0,2005,0,98001,2221,4557,0,128.125,-1.2760027336095883,153.53803323934616,10,low
1274500060,2014-08-25,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7,1000,0,1968,0,98042,1010,12635,0,204.0,-0.5480523462944833,165.38452189058148,47,low
1802000060,2014-06-12,1325000.0,5.0,2.25,3200.0,20974.0,1.0,0,0,3,8,1600,1600,1965,0,98004,3390,20158,3,414.0625,1.467302885802772,461.5412802182711,50,luxury
1525059190,2014-09-12,1040000.0,5.0,3.25,4770.0,50094.0,1.0,0,0,4,11,3070,1700,1973,0,98005,3530,38917,3,218.02935010482182,-0.41345371904460854,315.8278501294365,42,luxury
1049000060,2015-01-05,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7,1260,0,1972,0,98034,1640,4745,0,257.93650793650795,-0.03058148180940659,260.36252307486285,43,low
8820901275,2014-06-10,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7,2250,500,1916,0,98125,1510,7807,2,207.63636363636363,-0.5131648033948528,280.1742413460567,99,high
5416510140,2014-07-10,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8,2380,0,2005,0,98038,2420,5000,1,151.26050420168067,-1.0540389873908906,174.9258638223508,10,medium
3444100400,2015-03-16,349000.0,3.0,1.75,1790.0,50529.0,1.0,0,0,5,7,1090,700,1965,0,98042,1940,50529,1,194.97206703910615,-0.634667005873231,165.38452189058148,50,medium
3276920270,2014-11-05,832500.0,4.0,4.0,3430.0,35102.0,2.0,0,0,4,10,2390,1040,1986,0,98075,3240,35020,3,242.71137026239066,-0.17665258384300764,266.56832670427804,29,luxury
4036801170,2014-10-13,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7,880,880,1956,0,98008,1680,7500,1,215.9090909090909,-0.4337956432981931,294.25923192620843,59,medium
2391600320,2015-04-20,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7,1040,0,1941,0,98116,890,5060,2,461.53846153846155,1.9227907881432018,344.85809963591896,74,high
6300000287,2014-06-09,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7,910,500,1956,0,98133,1130,5693,1,290.78014184397165,0.28452278209535403,251.699596058564,59,medium
1531000030,2015-03-23,720000.0,4.0,2.5,3450.0,39683.0,2.0,0,0,3,10,3450,0,2002,0,98010,3350,39750,3,208.69565217391303,-0.5030019104632213,206.99433672100525,13,luxury
5104520400,2014-12-02,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8,2350,0,2003,0,98038,2350,5363,1,165.95744680851064,-0.9130354280763636,174.9258638223508,12,medium
7437100340,2014-12-22,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7,1900,0,1992,0,98038,1870,6405,1,189.47368421052633,-0.6874188992461655,174.9258638223508,23,medium
9418400240,2014-10-28,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7,1010,1010,1948,0,98118,1720,6720,1,175.74257425742573,-0.8191561883219596,259.0378940486565,67,medium
1523059105,2015-01-28,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8,1680,0,1964,0,98059,1850,8797,1,211.9047619047619,-0.472213473276953,208.76955718761639,51,medium
1133000671,2014-06-02,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6,960,0,1952,0,98125,1570,7203,0,328.125,0.6428121258700954,280.1742413460567,63,low
4232902595,2014-11-14,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9,1900,240,1925,0,98119,2020,4800,3,439.25233644859816,1.7089760482299374,418.1067869959523,90,luxury
2599001200,2014-11-03,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7,2660,0,1961,0,98092,1590,8165,0,114.66165413533835,-1.4051710741267238,159.35825135307934,54,low
3342103156,2014-06-18,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9,1980,790,2006,0,98056,1900,7349,2,166.4259927797834,-0.908540163216226,214.33220023047278,9,high
1332700270,2014-05-19,215000.0,2.0,2.25,1497.0,2040.0,2.0,0,0,4,7,1610,0,1979,0,98056,1950,2025,0,143.62057448229794,-1.1273370407455507,214.33220023047278,36,low
3869900162,2014-09-04,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7,765,265,2006,0,98136,1030,1106,1,325.24271844660194,0.6151593025007734,334.52422145236267,9,medium
2791500270,2014-05-22,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7,1980,0,1988,0,98023,1980,7510,0,122.97979797979798,-1.325366184066531,151.17998682574958,27,low
5036300431,2015-03-11,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10,3520,0,2001,0,98199,2520,6250,3,312.46590909090907,0.49257764425856077,370.99757205590896,14,luxury
6021501535,2014-07-25,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,1570,4500,1,272.1518987341772,0.10580203366998617,358.32865890046895,76,medium
6021501535,2014-12-23,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,1570,4500,3,443.0379746835443,1.7452957427190827,358.32865890046895,76,luxury
1483300570,2014-09-08,905000.0,4.0,2.5,3300.0,20974.0,1.0,0,0,3,7,2390,910,1946,1991,98040,1950,6045,3,274.24242424242425,0.12585869071671474,371.42230975144884,69,luxury
3422049190,2015-03-30,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7,1960,0,1967,0,98032,1750,15616,0,126.27551020408163,-1.2937468761239095,155.2273433362039,48,low
1099611230,2014-09-12,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7,1160,0,1975,0,98023,1160,6400,0,171.55172413793105,-0.8593635157376526,151.17998682574958,40,low
722079104,2014-07-11,314000.0,3.0,1.75,1810.0,41800.0,1.0,0,0,5,7,1210,600,1980,0,98038,1650,135036,0,173.48066298342542,-0.8408571331388417,174.9258638223508,35,low
7338200240,2014-05-16,437500.0,3.0,2.5,2320.0,36847.0,2.0,0,2,3,9,2320,0,1992,0,98045,2550,35065,1,188.57758620689654,-0.69601613007074,220.55296188407596,23,medium
1952200240,2014-06-11,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270,800,1910,0,98102,2200,4500,3,411.0289855072464,1.4381991223770587,413.26358642817166,105,luxury
5200100125,2014-10-27,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440,540,1929,0,98117,1610,3478,2,280.3030303030303,0.18400459554943244,358.32865890046895,86,high
7214720075,2014-12-12,699950.0,3.0,2.25,2190.0,20974.0,2.0,0,0,4,8,2190,0,1983,0,98077,2570,47777,3,319.61187214611874,0.5611365447367066,246.57813344982327,32,luxury
2450000295,2014-10-07,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920,0,1950,2010,98004,2370,8113,3,372.6027397260274,1.0695348653819512,461.5412802182711,65,luxury
6197800045,2014-09-24,290000.0,3.0,1.0,1210.0,33919.0,1.0,0,0,3,7,1210,0,1954,0,98058,1640,14910,0,239.6694214876033,-0.20583726639719763,179.1360864864858,61,low
1328310370,2015-04-02,375000.0,3.0,2.0,2340.0,10005.0,1.0,0,0,4,8,1460,880,1978,0,98058,2250,8162,1,160.25641025641025,-0.9677315963293989,179.1360864864858,37,medium
546000875,2014-05-23,460000.0,3.0,1.0,2079.0,4005.0,1.5,0,0,4,7,1170,500,1939,0,98117,1240,4005,2,221.26022126022127,-0.3824565011343847,358.32865890046895,76,high
3530510041,2014-07-23,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240,0,1985,0,98198,1270,4966,0,152.01612903225808,-1.0467894666253719,180.73876186446142,30,low
1853000400,2015-03-05,680000.0,4.0,2.5,3140.0,28037.0,2.0,0,0,4,10,3140,0,1991,0,98077,2990,35001,3,216.56050955414014,-0.42754588441888014,246.57813344982327,24,luxury
3134100116,2014-08-27,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030,0,1942,0,98052,2500,9433,2,231.5270935960591,-0.28395536514245207,280.3375435716042,73,high
9545230140,2014-07-25,597750.0,3.0,2.5,2310.0,9624.0,2.0,0,0,3,8,2310,0,1984,0,98027,1940,9636,2,258.76623376623377,-0.022621030552546557,250.80616652179668,31,high
3362400511,2015-03-04,570000.0,3.0,1.75,1260.0,16044.0,1.0,0,0,5,6,700,560,1905,0,98103,1380,3536,2,452.3809523809524,1.8349329649069526,364.66372141764197,110,high
2525310310,2014-09-16,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160,380,1980,0,98038,1540,11656,0,176.94805194805195,-0.8075907457942353,174.9258638223508,35,low
6126500060,2014-11-24,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080,1000,1971,0,98108,2090,5500,1,158.62980769230768,-0.9833373421817376,223.96336338613986,44,medium
8961960160,2014-10-28,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520,710,2001,0,98001,2640,8517,2,148.60681114551085,-1.0794987157342741,153.53803323934616,14,high
3626039325,2014-11-21,740500.0,3.0,3.5,4380.0,6350.0,2.0,0,0,3,8,2780,1600,1900,1999,98117,1830,6350,3,169.06392694063928,-0.8832316268853294,358.32865890046895,115,luxury
3362400431,2014-06-26,518500.0,3.0,3.5,2079.0,1102.0,3.0,0,0,3,8,1590,0,2010,0,98103,1620,3166,2,249.3987493987494,-0.11249337155390979,364.66372141764197,5,high
4060000240,2014-06-23,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880,0,1945,0,98178,1190,6780,0,233.4375,-0.2656267841648174,190.9719074836264,70,low
3454800060,2015-01-08,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570,0,1950,0,98168,1880,9000,0,109.4267515923567,-1.4553951180637297,178.6619251360648,65,low
1695900060,2015-05-11,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610,0,1925,0,98144,1610,4040,2,332.29813664596276,0.6828495089046581,304.44205654067696,90,high
7278700070,2015-01-02,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560,840,1964,0,98177,2340,10856,3,275.0,0.13312692882080437,286.5717210147356,51,luxury
6675500070,2014-11-19,391500.0,3.0,2.0,1450.0,13030.0,1.0,0,0,3,7,1450,0,1987,0,98034,1580,9104,1,270.0,0.08515655733381228,260.36252307486285,28,medium
3626039187,2015-04-06,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770,0,1953,0,98117,1710,6000,1,512.987012987013,2.41639201323413,358.32865890046895,62,medium
3524049083,2014-11-04,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720,380,1924,0,98118,1850,4400,1,211.9047619047619,-0.472213473276953,259.0378940486565,91,medium
3275860240,2014-06-18,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910,0,1990,0,98052,2700,13992,3,264.6048109965636,0.03339471318633626,280.3375435716042,25,luxury
4389200955,2015-03-02,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980,770,1914,1992,98004,3060,11275,3,527.2727272727273,2.553450217482678,461.5412802182711,101,luxury
4058801670,2014-07-17,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620,480,1967,0,98178,2660,8712,1,211.9047619047619,-0.472213473276953,190.9719074836264,48,medium
8732020310,2014-07-17,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360,800,1978,0,98023,2090,8400,0,120.37037037037037,-1.350401226425062,151.17998682574958,37,low
2331300505,2014-06-13,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720,600,1926,0,98103,1700,4960,3,354.5258620689655,0.8961039580751183,364.66372141764197,89,luxury
7853210060,2015-04-06,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070,0,2004,0,98065,1970,3748,1,207.72946859903382,-0.5122715474655385,211.90563469998332,11,medium
3668000070,2015-01-05,212000.0,3.0,1.75,1060.0,7875.0,1.0,0,0,4,7,1060,0,1986,0,98092,1420,7680,0,200.0,-0.586428643484077,159.35825135307934,29,low
9545240070,2015-04-28,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440,570,1986,0,98027,2060,9793,3,328.60696517412936,0.647436135559451,250.80616652179668,29,luxury
1243100136,2014-06-12,784000.0,3.0,3.5,3950.0,20974.0,1.5,0,0,3,9,2460,1490,1989,0,98052,2480,88500,3,198.48101265822785,-0.6010019208978467,280.3375435716042,26,luxury
8929000270,2014-05-12,453246.0,3.0,2.5,2010.0,2287.0,2.0,0,0,3,8,1390,620,2014,0,98029,1690,1662,2,225.4955223880597,-0.3418227074420475,270.22959813735196,1,high
2767602356,2015-01-26,675000.0,4.0,3.5,2140.0,2278.0,3.0,0,0,3,9,2140,0,2005,0,98107,1540,2285,3,315.42056074766356,0.5209247917763947,371.4434797111743,10,luxury
921049315,2014-08-13,199000.0,3.0,1.75,1320.0,17390.0,1.0,0,0,4,7,1320,0,1956,0,98003,1550,19265,0,150.75757575757575,-1.0588641202499083,158.81024783622507,59,low
3655000070,2014-08-05,220000.0,4.0,1.75,1497.0,7840.0,1.0,0,0,3,7,1010,1010,1968,0,98003,1750,8140,0,146.96058784235137,-1.0952927044148948,158.81024783622507,47,low
4027700812,2014-05-29,452000.0,4.0,2.25,2590.0,10002.0,1.0,0,0,4,8,1340,1250,1968,0,98028,1550,10436,2,174.51737451737452,-0.8309108456571641,225.0815358226848,47,high
3992700335,2014-07-07,382500.0,2.0,1.0,1190.0,4440.0,1.0,0,0,3,6,1190,0,1981,0,98125,1060,5715,1,321.42857142857144,0.5785660926285883,280.1742413460567,34,medium
2767603505,2014-05-07,519950.0,3.0,2.0,1170.0,1249.0,3.0,0,0,3,8,1170,0,2014,0,98107,1350,1310,2,444.4017094017094,1.7583795149271007,371.4434797111743,1,high
4232901525,2014-06-27,665000.0,2.0,1.0,1110.0,3200.0,1.0,0,0,3,7,1110,0,1925,0,98119,1170,3600,3,599.0990990990991,3.2425577652974544,418.1067869959523,90,luxury
1777500060,2014-07-08,527700.0,5.0,2.5,2820.0,9375.0,1.0,0,0,4,8,1550,1270,1968,0,98006,2820,9375,2,187.12765957446808,-0.7099268339080353,292.68468938347274,47,high
