id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,price_category
7955080270,2014-12-03,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,3,1280,780,1981,0,98058,2020,8720,medium
9547205180,2014-06-13,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,3,1510,790,1930,2002,98115,1590,3264,high
9435300030,2014-05-28,550000.0,4.0,1.0,1660.0,34848.0,1.0,0,1,930,730,1933,0,98052,2160,11467,high
2768000400,2014-12-30,640000.0,4.0,2.0,,6000.0,2.0,0,4,2360,0,1904,0,98107,1730,4700,high
7895500070,2015-02-13,240000.0,4.0,1.0,,8075.0,1.0,0,2,890,330,1969,0,98001,1290,7800,low
2078500320,2014-06-20,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,3,2620,0,1996,0,98056,2620,11884,high
5547700270,2014-07-15,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,3,2570,0,2000,0,98074,2470,5669,high
7766200013,2014-08-11,775000.0,4.0,2.25,4220.0,24186.0,1.0,0,3,2600,1620,1984,0,98166,2410,30617,very high
7203220400,2014-07-07,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,3,3595,0,2014,0,98053,3625,5639,very high
9270200160,2014-10-28,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,3,1570,0,1922,0,98119,1580,2640,high
1432701230,2014-07-29,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,4,920,360,1959,0,98058,1340,8808,medium
8035350320,2014-07-18,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,3,3160,0,2003,0,98019,3050,9232,medium
8945200830,2015-03-25,210490.0,,1.0,990.0,8528.0,1.0,0,3,990,0,1966,0,98023,1228,8840,low
4178300310,2014-07-16,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,4,2290,0,1981,0,98007,2680,13685,very high
9215400105,2015-04-28,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,4,1250,0,1953,0,98115,970,5100,medium
822039084,2015-03-11,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1,5,2165,588,1953,0,98070,2680,72513,luxury
5245600105,2014-09-16,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,3,1190,0,1955,0,98148,1190,9364,low
7231300125,2015-02-17,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,4,1640,1510,1966,0,98056,1990,9133,medium
7518505990,2014-12-31,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,4,1000,410,1950,0,98117,1410,4080,high
3626039271,2015-02-05,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,3,990,990,1981,0,98117,1480,6738,high
4217401195,2015-03-03,920000.0,,2.25,2730.0,6000.0,1.5,0,3,2130,600,1927,0,98105,2730,6000,very high
9822700295,2014-05-12,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,3,2830,0,1995,0,98105,1950,5000,very high
9478500640,2014-08-19,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,3,2250,0,2008,0,98042,2250,4500,medium
2799800710,2015-04-07,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,3,2420,0,2003,0,98042,2690,4750,medium
7922800400,2014-08-27,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,3250,0,1968,0,98008,2960,11044,very high
8079040320,2015-02-23,430000.0,4.0,3.0,,9976.0,2.0,0,3,1850,0,1991,0,98059,2270,8542,medium
1516000055,2014-12-10,650000.0,3.0,2.25,2150.0,21235.0,1.0,0,4,1590,560,1959,0,98166,2570,18900,high
9558200045,2014-08-28,289000.0,,1.75,1260.0,8400.0,1.0,0,3,1260,0,1954,0,98148,1290,8750,medium
5072410070,2014-10-21,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,5,2519,0,1973,0,98166,2500,9500,high
9528102996,2014-12-07,549000.0,3.0,1.75,1540.0,1044.0,3.0,0,3,1540,0,2014,0,98115,1580,3090,high
1189001180,2014-06-03,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,3,1110,550,1979,0,98122,1440,4080,medium
3253500160,2014-11-20,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,5,1770,1000,1925,0,98144,1440,4000,medium
3394100030,2014-09-09,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,3,2720,0,1989,0,98004,2750,11049,very high
3717000160,2014-10-09,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,3,2240,0,2005,0,98001,2221,4557,medium
1274500060,2014-08-25,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,4,1000,0,1968,0,98042,1010,12635,low
1802000060,2014-06-12,1325000.0,5.0,2.25,3200.0,,1.0,0,3,1600,1600,1965,0,98004,3390,20158,luxury
1525059190,2014-09-12,1040000.0,5.0,3.25,4770.0,50094.0,1.0,0,4,3070,1700,1973,0,98005,3530,38917,luxury
1049000060,2015-01-05,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,4,1260,0,1972,0,98034,1640,4745,medium
8820901275,2014-06-10,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,5,2250,500,1916,0,98125,1510,7807,high
5416510140,2014-07-10,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,3,2380,0,2005,0,98038,2420,5000,medium
3444100400,2015-03-16,349000.0,3.0,1.75,1790.0,50529.0,1.0,0,5,1090,700,1965,0,98042,1940,50529,medium
3276920270,2014-11-05,832500.0,4.0,4.0,3430.0,35102.0,2.0,0,4,2390,1040,1986,0,98075,3240,35020,very high
4036801170,2014-10-13,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,3,880,880,1956,0,98008,1680,7500,medium
2391600320,2015-04-20,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,3,1040,0,1941,0,98116,890,5060,medium
6300000287,2014-06-09,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,4,910,500,1956,0,98133,1130,5693,medium
1531000030,2015-03-23,720000.0,4.0,2.5,3450.0,39683.0,2.0,0,3,3450,0,2002,0,98010,3350,39750,high
5104520400,2014-12-02,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,3,2350,0,2003,0,98038,2350,5363,medium
7437100340,2014-12-22,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,3,1900,0,1992,0,98038,1870,6405,medium
9418400240,2014-10-28,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,3,1010,1010,1948,0,98118,1720,6720,medium
1523059105,2015-01-28,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,3,1680,0,1964,0,98059,1850,8797,medium
1133000671,2014-06-02,315000.0,3.0,1.0,960.0,6634.0,1.0,0,3,960,0,1952,0,98125,1570,7203,medium
4232902595,2014-11-14,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,3,1900,240,1925,0,98119,2020,4800,very high
2599001200,2014-11-03,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,5,2660,0,1961,0,98092,1590,8165,medium
3342103156,2014-06-18,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,3,1980,790,2006,0,98056,1900,7349,medium
1332700270,2014-05-19,215000.0,2.0,2.25,,2040.0,2.0,0,4,1610,0,1979,0,98056,1950,2025,low
3869900162,2014-09-04,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,3,765,265,2006,0,98136,1030,1106,medium
2791500270,2014-05-22,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,3,1980,0,1988,0,98023,1980,7510,low
5036300431,2015-03-11,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,4,3520,0,2001,0,98199,2520,6250,luxury
4168000060,2015-02-26,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,3,1200,0,1962,0,98023,1350,10500,low
6021501535,2014-07-25,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,3,1290,290,1939,0,98117,1570,4500,medium
6021501535,2014-12-23,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,3,1290,290,1939,0,98117,1570,4500,high
1483300570,2014-09-08,905000.0,4.0,2.5,3300.0,,1.0,0,3,2390,910,1946,1991,98040,1950,6045,very high
3422049190,2015-03-30,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,3,1960,0,1967,0,98032,1750,15616,low
1099611230,2014-09-12,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,4,1160,0,1975,0,98023,1160,6400,low
722079104,2014-07-11,314000.0,3.0,1.75,1810.0,41800.0,1.0,0,5,1210,600,1980,0,98038,1650,135036,medium
7338200240,2014-05-16,437500.0,3.0,2.5,2320.0,36847.0,2.0,0,3,2320,0,1992,0,98045,2550,35065,medium
1952200240,2014-06-11,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,5,1270,800,1910,0,98102,2200,4500,very high
5200100125,2014-10-27,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,4,1440,540,1929,0,98117,1610,3478,high
7214720075,2014-12-12,699950.0,3.0,2.25,2190.0,,2.0,0,4,2190,0,1983,0,98077,2570,47777,high
2450000295,2014-10-07,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,3,2920,0,1950,2010,98004,2370,8113,luxury
6197800045,2014-09-24,290000.0,3.0,1.0,1210.0,33919.0,1.0,0,3,1210,0,1954,0,98058,1640,14910,medium
1328310370,2015-04-02,375000.0,3.0,,2340.0,10005.0,1.0,0,4,1460,880,1978,0,98058,2250,8162,medium
546000875,2014-05-23,460000.0,3.0,1.0,,4005.0,1.5,0,4,1170,500,1939,0,98117,1240,4005,medium
3530510041,2014-07-23,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,4,1240,0,1985,0,98198,1270,4966,low
1853000400,2015-03-05,680000.0,4.0,2.5,3140.0,28037.0,2.0,0,4,3140,0,1991,0,98077,2990,35001,high
3134100116,2014-08-27,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,4,2030,0,1942,0,98052,2500,9433,medium
9545230140,2014-07-25,597750.0,,2.5,2310.0,9624.0,2.0,0,3,2310,0,1984,0,98027,1940,9636,high
3362400511,2015-03-04,570000.0,3.0,1.75,1260.0,,1.0,0,5,700,560,1905,0,98103,1380,3536,high
2525310310,2014-09-16,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,4,1160,380,1980,0,98038,1540,11656,medium
6126500060,2014-11-24,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,3,1080,1000,1971,0,98108,2090,5500,medium
8961960160,2014-10-28,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,2520,710,2001,0,98001,2640,8517,medium
3626039325,2014-11-21,740500.0,3.0,3.5,4380.0,6350.0,2.0,0,3,2780,1600,1900,1999,98117,1830,6350,high
3362400431,2014-06-26,518500.0,3.0,3.5,,1102.0,3.0,0,3,1590,0,2010,0,98103,1620,3166,high
4060000240,2014-06-23,205425.0,2.0,1.0,880.0,6780.0,1.0,0,4,880,0,1945,0,98178,1190,6780,low
3454800060,2015-01-08,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,3,1570,0,1950,0,98168,1880,9000,low
1695900060,2015-05-11,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,4,1610,0,1925,0,98144,1610,4040,high
7278700070,2015-01-02,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,3,1560,840,1964,0,98177,2340,10856,high
6675500070,2014-11-19,391500.0,3.0,2.0,1450.0,,1.0,0,3,1450,0,1987,0,98034,1580,9104,medium
3626039187,2015-04-06,395000.0,2.0,1.0,770.0,6000.0,1.0,0,3,770,0,1953,0,98117,1710,6000,medium
3524049083,2014-11-04,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,5,1720,380,1924,0,98118,1850,4400,medium
3275860240,2014-06-18,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,3,2910,0,1990,0,98052,2700,13992,very high
4389200955,2015-03-02,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,3,1980,770,1914,1992,98004,3060,11275,luxury
4058801670,2014-07-17,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,3,1620,480,1967,0,98178,2660,8712,medium
8732020310,2014-07-17,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,3,1360,800,1978,0,98023,2090,8400,medium
2331300505,2014-06-13,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,5,1720,600,1926,0,98103,1700,4960,very high
7853210060,2015-04-06,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,3,2070,0,2004,0,98065,1970,3748,medium
3668000070,2015-01-05,212000.0,,1.75,1060.0,7875.0,1.0,0,4,1060,0,1986,0,98092,1420,7680,low
9545240070,2015-04-28,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,3,1440,570,1986,0,98027,2060,9793,high
1243100136,2014-06-12,784000.0,3.0,3.5,3950.0,,1.5,0,3,2460,1490,1989,0,98052,2480,88500,very high
8929000270,2014-05-12,453246.0,3.0,2.5,2010.0,2287.0,2.0,0,3,1390,620,2014,0,98029,1690,1662,medium
2767602356,2015-01-26,675000.0,4.0,3.5,2140.0,2278.0,3.0,0,3,2140,0,2005,0,98107,1540,2285,high
921049315,2014-08-13,199000.0,3.0,1.75,1320.0,17390.0,1.0,0,4,1320,0,1956,0,98003,1550,19265,low
3655000070,2014-08-05,220000.0,4.0,1.75,,7840.0,1.0,0,3,1010,1010,1968,0,98003,1750,8140,low
4027700812,2014-05-29,452000.0,4.0,2.25,2590.0,10002.0,1.0,0,4,1340,1250,1968,0,98028,1550,10436,medium
3992700335,2014-07-07,382500.0,2.0,1.0,1190.0,4440.0,1.0,0,3,1190,0,1981,0,98125,1060,5715,medium
2767603505,2014-05-07,519950.0,3.0,,1170.0,1249.0,3.0,0,3,1170,0,2014,0,98107,1350,1310,high
4232901525,2014-06-27,665000.0,2.0,1.0,1110.0,3200.0,1.0,0,3,1110,0,1925,0,98119,1170,3600,high
1777500060,2014-07-08,527700.0,5.0,2.5,2820.0,9375.0,1.0,0,4,1550,1270,1968,0,98006,2820,9375,high
1432900240,2015-05-08,205000.0,3.0,1.0,1610.0,8579.0,1.0,0,4,1010,600,1962,0,98058,1610,8579,low
6140100875,2015-04-15,420000.0,3.0,1.0,,,1.0,0,4,940,120,1923,0,98133,1560,7940,medium
6071600370,2015-02-27,500000.0,4.0,2.25,2030.0,8517.0,1.0,0,4,1380,650,1961,0,98006,2230,8824,medium
1526069017,2014-12-03,921500.0,4.0,2.5,3670.0,315374.0,2.0,0,4,3670,0,1994,0,98077,2840,87991,very high
809001525,2014-06-25,890000.0,4.0,1.0,2550.0,4000.0,2.0,0,3,2370,180,1905,0,98109,2200,4000,very high
3224079105,2014-08-06,430000.0,,2.5,,,2.0,0,3,2420,0,2007,0,98027,1940,193842,medium
8075400570,2014-10-30,258000.0,5.0,2.0,2260.0,12500.0,1.0,0,4,1130,1130,1960,0,98032,1360,18000,medium
1994200024,2014-11-04,511000.0,3.0,1.0,1430.0,3455.0,1.0,0,3,980,450,1947,0,98103,1450,4599,high
3362900810,2014-08-20,532170.0,3.0,2.0,1360.0,3090.0,2.0,0,3,1360,0,1990,0,98103,1500,3090,high
1324300398,2015-04-09,560000.0,3.0,1.0,1110.0,5000.0,1.5,0,3,1110,0,1947,0,98107,1420,5000,high
537000445,2015-03-31,282950.0,3.0,1.0,1250.0,8200.0,1.0,0,4,1250,0,1954,0,98003,1680,8633,medium
7855801670,2015-04-01,2250000.0,4.0,3.25,5180.0,19850.0,2.0,0,3,3540,1640,2006,0,98006,3160,9750,luxury
7920100045,2014-05-16,350000.0,1.0,1.0,700.0,5100.0,1.0,0,3,700,0,1942,0,98115,1010,5100,medium
8960000030,2014-07-28,215000.0,3.0,1.0,1180.0,7669.0,1.0,0,4,1180,0,1967,0,98058,1190,7669,low
6388930390,2014-11-20,650000.0,5.0,3.5,3960.0,25245.0,2.0,0,3,2500,1460,1996,0,98056,2640,13675,high
8731900200,2014-08-07,320000.0,4.0,2.75,2640.0,7500.0,1.0,0,3,1620,1020,1967,0,98023,1980,7875,medium
8029200135,2014-11-13,247000.0,3.0,2.0,1270.0,,1.5,0,3,1270,0,1916,2013,98022,1160,7198,low
1081200350,2014-10-03,320000.0,4.0,1.75,1760.0,11180.0,1.0,0,4,1760,0,1968,0,98059,1730,11180,medium
84000105,2014-05-07,255000.0,5.0,2.25,2060.0,8632.0,1.0,0,3,1030,1030,1962,0,98146,1010,11680,medium
3756500060,2015-03-09,438000.0,3.0,1.75,1780.0,,1.0,0,3,1780,0,1962,0,98034,1200,9660,medium
7215720160,2015-03-04,900000.0,3.0,2.5,3400.0,16603.0,2.0,0,3,3400,0,2000,0,98075,3400,12601,very high
3574800520,2014-06-20,441000.0,3.0,2.75,1910.0,7280.0,1.0,0,3,1160,750,1979,0,98034,1710,8152,medium
2617300160,2014-08-12,420000.0,3.0,2.0,2020.0,,1.0,0,4,1010,1010,1975,0,98027,2110,36590,medium
2558660270,2014-12-08,370000.0,3.0,1.75,1580.0,7000.0,1.0,0,3,1180,400,1976,0,98034,1640,7500,medium
2009000370,2015-02-19,269950.0,2.0,1.75,1340.0,7250.0,1.0,0,5,700,640,1949,0,98198,1830,9750,medium
1836980160,2015-03-24,807100.0,4.0,,2680.0,4499.0,2.0,0,3,2680,0,1999,0,98006,2920,4500,very high
3261020370,2014-06-05,653000.0,3.0,2.5,2680.0,9750.0,1.0,0,4,1610,1070,1979,0,98034,2480,8750,high
1755700060,2014-06-11,371500.0,,2.0,1370.0,8336.0,1.0,0,5,1370,0,1964,0,98133,1770,7288,medium
4330600435,2015-03-16,284000.0,3.0,1.75,1560.0,21000.0,1.0,0,3,1560,0,1954,0,98166,1070,7920,medium
9542800700,2015-01-02,272000.0,3.0,1.75,2160.0,7140.0,1.0,0,4,1670,490,1978,0,98023,1930,7350,medium
1999700045,2014-05-02,313000.0,3.0,1.5,1340.0,7912.0,1.5,0,3,1340,0,1955,0,98133,1480,7940,medium
1762600070,2015-01-16,917500.0,4.0,2.5,3880.0,35003.0,2.0,0,3,2570,1310,1984,0,98033,3740,35230,very high
1687900520,2014-09-29,673000.0,4.0,2.25,2590.0,8190.0,2.0,0,4,2590,0,1980,0,98006,2260,8335,high
7234600798,2015-02-10,425000.0,3.0,,1120.0,1100.0,2.0,0,3,820,300,2008,0,98122,1590,1795,medium
3881900445,2014-07-09,399950.0,5.0,2.75,1970.0,5400.0,1.0,0,3,1320,650,1986,0,98144,1280,2150,medium
2254502445,2014-05-30,385000.0,3.0,1.0,1220.0,4800.0,1.0,0,3,1220,0,1901,0,98122,1200,4800,medium
5437810320,2014-11-17,269950.0,3.0,1.5,1950.0,7560.0,1.0,0,4,1320,630,1975,0,98022,1950,8941,medium
9158100075,2015-01-07,330000.0,2.0,1.0,1350.0,8220.0,1.0,0,3,1060,290,1949,0,98177,1540,8280,medium
3830630310,2014-07-25,260000.0,3.0,2.5,1670.0,5797.0,2.0,0,3,1670,0,1988,0,98030,1670,6183,medium
8123100045,2015-04-14,470000.0,4.0,3.0,2380.0,5125.0,1.5,0,4,1680,700,1925,0,98126,1410,5375,medium
3127200041,2014-06-13,589000.0,4.0,3.0,2440.0,9600.0,2.0,0,5,2440,0,1961,0,98034,2290,9600,high
6661200320,2014-07-23,163500.0,2.0,1.5,,3419.0,2.0,0,3,1050,0,1996,0,98038,1050,3417,low
11510310,2014-09-05,835000.0,4.0,2.75,3130.0,13412.0,2.0,0,3,2140,990,1993,0,98052,2260,9984,very high
825059270,2014-11-21,1095000.0,5.0,3.0,4090.0,12850.0,1.0,0,4,2090,2000,1986,0,98033,2540,10270,luxury
8731951370,2015-04-15,269000.0,4.0,,1490.0,10000.0,1.0,0,4,1100,390,1969,0,98023,2190,8910,medium
1954440060,2014-05-05,560000.0,3.0,2.5,1900.0,8744.0,2.0,0,3,1900,0,1987,0,98074,2030,8744,high
2264500350,2015-04-18,615000.0,4.0,1.0,1330.0,2400.0,1.5,0,4,1330,0,1901,0,98103,1330,4400,high
1115810060,2014-12-05,585188.0,3.0,2.25,2230.0,10026.0,1.0,0,3,1430,800,1975,0,98052,2230,9340,high
9477200200,2014-08-18,305000.0,3.0,1.75,1650.0,9480.0,1.0,0,3,1220,430,1977,0,98034,1540,8400,medium
1432600560,2014-11-05,166950.0,3.0,1.0,1190.0,8820.0,1.0,0,3,1190,0,1959,0,98058,1230,7980,low
2287000060,2014-09-12,799000.0,3.0,2.5,2140.0,9897.0,1.0,0,4,2140,0,1959,0,98040,2680,10083,very high
3663500060,2014-06-25,400000.0,3.0,2.5,2180.0,7508.0,1.0,0,4,1420,760,1962,0,98133,1900,7818,medium
3996900125,2014-12-01,230000.0,3.0,1.0,1060.0,10228.0,1.0,0,3,1060,0,1948,0,98155,1570,10228,low
7796450200,2014-05-15,256883.0,3.0,2.5,1690.0,5025.0,2.0,0,3,1690,0,2003,0,98023,2550,5001,medium
7549802535,2014-11-11,423000.0,,2.0,1970.0,6480.0,1.5,0,5,1130,840,1920,0,98108,1500,6480,medium
3278600320,2014-07-23,465000.0,3.0,2.5,2150.0,4084.0,2.0,0,3,2150,0,2007,0,98126,1750,2385,medium
2824079053,2015-01-13,440000.0,3.0,2.5,1910.0,66211.0,2.0,0,3,1910,0,1997,0,98024,2330,67268,medium
1222069094,2014-10-14,385000.0,,1.75,1350.0,155073.0,1.0,0,4,1350,0,1969,0,98038,1560,50965,medium
3542300060,2015-03-11,210000.0,3.0,1.0,860.0,11725.0,1.0,0,4,860,0,1943,0,98056,1300,9514,low
2222059065,2014-11-12,297000.0,3.0,2.5,1940.0,14952.0,2.0,0,3,1940,0,1994,0,98042,2030,10450,medium
7551300060,2014-07-16,470000.0,3.0,1.0,1010.0,5000.0,1.0,0,3,1010,0,1952,0,98107,1680,5000,medium
100600550,2014-08-04,226500.0,3.0,1.5,1300.0,7370.0,1.0,0,4,900,400,1976,0,98023,1430,7500,low
3211100860,2015-03-03,274250.0,3.0,1.0,910.0,8450.0,1.0,0,4,910,0,1962,0,98059,1400,8040,medium
3456000310,2014-08-04,840000.0,4.0,1.75,2480.0,11010.0,1.0,0,4,1630,850,1966,0,98040,2770,10744,very high
9526600140,2014-09-19,677900.0,3.0,2.5,2440.0,4587.0,2.0,0,3,2440,0,2010,0,98052,2750,4587,high
7465900060,2015-02-05,425000.0,3.0,1.0,1010.0,5864.0,1.0,0,3,1010,0,1915,0,98116,1290,5000,medium
1222000055,2014-11-23,180250.0,2.0,0.75,900.0,9600.0,1.0,0,3,900,0,1941,0,98166,1250,14280,low
6300000550,2014-07-17,464000.0,6.0,3.0,2300.0,3404.0,2.0,0,3,1600,700,1920,1994,98133,1560,1312,medium
2310030510,2015-04-22,320000.0,4.0,2.25,1550.0,7579.0,2.0,0,3,1550,0,1993,0,98038,1630,6397,medium
1025049114,2014-07-17,625504.0,3.0,2.25,1270.0,1566.0,2.0,0,3,1060,210,2014,0,98105,1160,1327,high
8677300550,2014-05-15,592500.0,4.0,2.5,2240.0,,1.0,0,3,2240,0,1983,0,98074,2520,12368,high
4014400292,2015-01-14,465000.0,3.0,2.5,2714.0,17936.0,2.0,0,3,2714,0,2005,0,98001,2590,18386,medium
1102000196,2014-05-27,477000.0,4.0,2.75,1720.0,6270.0,2.0,0,3,1720,0,1978,0,98118,2130,8700,medium
257000138,2015-01-15,280000.0,2.0,1.0,850.0,,1.0,0,3,850,0,1923,0,98168,1100,14459,medium
